"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","rec18","rec19","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11","Biomass12","Biomass13","Biomass14"
"27",1.66499849374357,0.626250609599407,0.101678920076092,0.0327450346703393,4419.5796810895,0,0,0,49723.0510453567,903826.682000166,1931314.51901997,1434458.82136705,1346531.54151469,2267604.01396966,4379508.55554699,3144433.30899337,3026113.99806632,2371745.67516436,2869697.77928634,3939226.31555369,3071168.16746006,1339434.55957125,1905774.88119216,4178581.62910835,105.150567542108,73.0268957198946,105.391101890966,70.2382176132592,110.285961084806,346.466682486945,215.984563417092,198.178631637919,124.685959734276,275.12103767595,209.430849649177,188.386499465985,167.985918709821,199.431002745042
"28",1.99558415863945,0.525859192310593,0.102685167581704,0.0305684022453322,4421.33007792788,0,0,0,45300.0850297557,823531.264756949,1614573.5041672,1187054.92655148,1095017.2479716,1811286.31945457,3384732.4778772,2369955.03425513,2242671.70914294,1750899.54915833,2112406.83572587,2897267.60305989,2245762.55344573,985475.167556167,1417145.29826856,3570164.15362345,87.1074616226543,60.5500477052459,87.2491259655929,58.2722920258284,91.346999682747,287.67397096371,185.900539581954,171.311752418437,105.173163430338,239.040847979063,179.380078662812,161.052142909808,142.767678559719,173.728337261113
"29",1.95214588289736,0.503099505161592,0.100494650867301,0.0303617184710869,4422.11100466407,0,0,0,45080.3989793804,819506.035290212,1584489.37793562,1165148.97185162,1074216.72765803,1776350.17696806,3316718.95043228,2311812.76154588,2174631.22219956,1697858.68606307,2049781.14454468,2818313.64105341,2190341.38565034,966866.379666209,1401968.2809962,3636134.67998194,90.4507484898418,62.7514389801978,90.7284610850992,60.3127759690798,94.8862443685356,297.221810823228,190.633385701177,175.747973116681,107.633036403541,245.353995332625,183.857657694728,165.041311738204,146.217724890002,178.361929554771
"32",2.02260876101855,0.501152698687004,0.100035733503809,0.0383083531827135,4420.5183343808,0,0,0,44686.338384664,812371.429146765,1566286.70000247,1150258.71090734,1058338.58680604,1745804.16312521,3247230.3814034,2259453.47731987,2109256.00469383,1645814.28127376,1985381.21725157,2724828.58215469,2109320.54945275,928676.523171729,1331728.09744377,2781511.32500394,87.5912816929376,60.7425953980294,87.8869031578542,58.3660117151729,91.8933478716614,287.520423869272,166.335864104243,151.139976368335,100.34165094512,207.36940028389,163.058654751052,147.284052368715,133.032758108854,149.410730146506
"35",1.61475628629469,0.599771633109973,0.104712533463828,0.0284439675887403,4421.98724499292,0,0,0,49554.8812623207,900697.824905435,1883730.7243476,1399521.70242293,1313540.01350099,2213692.52997343,4269349.34861549,3056224.30536187,2949799.25007967,2312313.18703195,2800130.25676075,3855162.79578677,3017370.9386191,1324605.43174048,1910820.50844753,4899453.58248734,106.142346479672,73.9131985317967,106.17471369136,71.2166131034565,111.272622909812,352.140706972923,237.652759320095,219.994684054246,131.563926201506,308.602890547543,228.133100594281,204.413770295533,180.062679352962,224.885914064661
"36",2.0225348963329,0.568078585860786,0.0946842498382003,0.0282359972968596,4423.09453836077,0,0,0,45971.1621258455,835759.852976262,1704514.32209357,1254979.94424229,1160834.96219353,1922882.1093671,3619495.76175533,2547409.0655949,2414777.7015609,1885948.23793487,2274066.97845967,3109689.76402687,2405275.78006156,1046548.62190082,1490805.80614471,3886642.94988864,91.2039324527724,62.9388781962313,91.8409726003474,60.2790445582833,95.7672199398193,295.614615903602,190.406989676571,176.340515413923,105.172561801229,247.498838264202,182.683007997607,163.655469475478,144.065543285553,180.406751352253
"38",2.03711501051107,0.518380948434701,0.100443229900086,0.0354459634654811,4420.54623996228,0,0,0,44944.6315159848,817080.801534299,1594785.91481566,1171541.04074366,1078974.1671897,1781241.36501096,3319620.17873254,2317591.67930639,2175848.49731927,1697993.49000616,2047758.58558821,2806804.72802645,2171165.53953356,952445.354843855,1362583.80798023,3007525.39801815,86.7103121765643,60.1536848633207,86.9794974882208,57.8142049043006,90.9631382366932,284.896898854295,170.560194973826,155.726485881593,100.712080969571,214.91042434579,166.306903266257,149.913638602659,134.564045988777,155.312146844856
"39",1.97173008770656,0.581363899504234,0.0870813282421087,0.0342273396209573,4421.89715195666,0,0,0,46519.0383295523,845709.54425783,1759848.98550609,1298234.60497888,1203920.60853309,1997930.19705805,3786844.79052887,2666750.50837484,2498402.1874722,1952356.79915318,2355272.9725849,3220909.02643191,2490648.96461531,1083034.74402046,1532026.85473072,3310411.70276655,99.5965822620225,68.2337135933428,100.821592441215,65.0312976855359,104.714501393755,316.764623492322,178.878926086052,163.678342327702,104.585939265312,226.476517497431,173.992576604644,156.695824350611,140.246569181769,163.891529233701
"44",1.94384607402362,0.519665207099506,0.0958197399602126,0.0338323281724347,4420.19912607823,0,0,0,45454.8455980063,826319.467933098,1625650.18497971,1196668.22262866,1105122.0599401,1829531.14955093,3431035.64523283,2396170.12622067,2244021.53260569,1752537.1703522,2115728.69422582,2905930.63581038,2255515.31416926,992692.185664769,1428867.50316603,3303035.35934747,94.0640322741792,64.9810066930029,94.6481708962468,62.27876532746,98.7518746836587,305.718216416158,182.362159336518,166.986596371053,106.270193974123,231.254544319771,177.236228867084,159.567392669406,142.678710743518,167.423742892299
"45",1.80485236092516,0.593002430029954,0.0996964305044852,0.0271080196672541,4420.63425998626,0,0,0,47850.4305449851,869847.447906669,1808894.65265744,1338077.61341932,1247481.0914274,2085486.05305607,3980000.30130396,2830226.0320059,2714964.36619502,2124671.52678894,2567444.29266637,3521806.18589478,2740956.92009989,1196551.92651481,1714857.22262147,4586123.58215961,98.4027772573664,68.2192742980685,98.7571033309307,65.5368470766615,103.241506257828,322.755392449108,217.639723461416,202.077091742105,118.713472228175,284.464996496441,208.195562846459,186.296329899807,163.396981910463,207.661566988396
"46",1.62741907717429,0.63204334475921,0.0998939712195983,0.0286123706840866,4420.11091076918,0,0,0,50207.0494183881,912601.010171498,1965157.36384074,1461467.68370018,1374348.75700192,2318357.45792744,4493639.62605959,3229988.15386464,3119368.99200822,2445752.31236909,2960274.11361965,4066047.99561246,3176252.40125771,1385707.14984739,1981407.4302233,4903341.32225355,108.973893776325,75.5613161926458,109.351955208262,72.5987855158215,114.328786421429,357.591878483146,235.139014274795,217.587129045713,130.406928459932,305.09365679584,225.816227961453,202.371274199845,178.357076562552,222.280248341904
"47",1.69879450753784,0.573376086846058,0.0984942834971831,0.0361776006497536,4420.10666330039,0,0,0,48219.4176738718,876466.776408601,1804048.51326303,1337110.40644689,1249197.066732,2094107.88960437,4011201.71747185,2845964.9086072,2693901.99436499,2109583.84484655,2552848.65981034,3513034.3411035,2740565.04809763,1205040.81349831,1728320.37981537,3620983.86681423,105.477340195591,73.0443063560008,105.941862634689,70.1213623135179,110.685505595334,344.990818600359,202.772334286086,184.902015046897,120.417087337085,254.783754248115,197.996357420997,178.575571565658,160.55845866514,183.98238893826
"51",1.74264893336024,0.547953338302904,0.0958889832121435,0.0325130296006849,4422.36010530238,0,0,0,47315.1692454355,860038.274167283,1738551.88286068,1286441.31440641,1197943.63502225,2001340.36670645,3812089.93683674,2686780.74872787,2533516.96667069,1982684.58421838,2398638.05434071,3303687.56368801,2578936.93618286,1137601.01641607,1644820.39261101,3881820.56866912,104.868296096762,72.4494079287768,105.514590981904,69.4395635385968,110.09333076659,340.889700831054,207.014170354988,190.032341600433,119.261209229176,263.951710702504,200.6317068925,180.436731387388,160.800188522183,191.386321472224
"52",1.84181700880837,0.615361707671778,0.100297596342455,0.0381803013890647,4422.97379915124,0,0,0,48059.3811985062,873679.007301705,1844116.37410395,1363859.41981878,1272067.58290675,2126753.31897164,4061865.26490506,2899540.19908485,2763250.71903819,2162389.94814414,2611684.27770451,3573529.31495718,2768289.45171872,1202194.01934919,1690315.68007625,3226403.70053974,96.0060985865199,66.5937578038352,96.31341960487,63.9982538906344,100.71721031354,315.333212905676,182.911760716086,166.235919264429,110.240971407384,228.138904562596,179.266952932914,161.910345285381,146.205038568149,164.396767133267
"55",1.87886180663664,0.520965102120993,0.106808627387495,0.0354401436803685,4420.82215762024,0,0,0,45849.5640385006,833462.877625597,1626664.97829295,1198062.87828988,1108214.93661778,1840101.24389945,3453358.52008747,2423689.39007373,2291895.85158529,1790920.32654146,2163683.94799622,2975756.36247258,2313915.54959867,1020575.14641384,1471090.30718874,3264314.48724922,89.9333971735641,62.7400028477169,89.8393046759627,60.5235796251454,94.2493064350817,299.754902818339,184.939066634738,168.856545655871,109.197466561384,233.033436767129,180.325146228776,162.549364055964,145.904043528527,168.410411461355
"56",1.72014266033263,0.636487737529831,0.0968802071863467,0.0320309353563055,4419.73065537409,0,0,0,49473.8237673194,899342.637267605,1943964.53717189,1442926.37906412,1353140.68942894,2274398.5159233,4391015.63731671,3149731.56740775,3021554.17454931,2367362.5415954,2862394.15116312,3922409.40201619,3051945.0534831,1326197.25290906,1878495.95100038,4153887.6064271,105.438895767258,72.9101324606282,106.017835816001,69.9237848612789,110.674324261584,343.554872380309,211.129393746114,193.991424783787,121.103781694335,269.750460980307,204.403505096739,183.754191299892,163.54869957421,195.701883328321
"57",1.98070315031344,0.543791362544252,0.0879719541498805,0.0418192662609295,4422.53195079767,0,0,0,45729.9855741984,831350.071656292,1678208.13045688,1236209.767826,1142864.784565,1891712.96904478,3562351.9916241,2491341.37121688,2306912.45264487,1801695.58780556,2173857.58364967,2977903.48293996,2301970.77373454,1007089.01328418,1426444.85722959,2653681.60104803,98.3869782335798,67.4635880008487,99.5347031909036,64.3351772272302,103.426857910471,313.631081690409,164.07167571248,148.282733995216,101.304482493914,202.114560505093,161.793756250185,146.467023188622,133.197077397128,145.124108900639
"59",1.85820306612612,0.557563246957802,0.0976450614551822,0.033188390820034,4418.75368046963,0,0,0,46736.2203483914,849596.022865376,1721241.52063953,1270610.17024357,1179670.54383927,1963804.38560654,3719890.9019627,2622812.19292815,2479067.84509335,1938398.48850626,2341686.57768145,3214688.17349572,2498074.72497736,1095261.70125487,1569237.41602979,3582814.68041284,97.0428105545625,67.1513231237961,97.5255590638219,64.4309599795382,101.848594950883,316.770387274194,192.380249224163,176.371785660284,111.491686083295,244.602392382345,186.719992861048,168.018796841831,149.993895868727,177.217577411019
"62",1.84946000963905,0.534158434620581,0.0908213942393153,0.0329025183228184,4422.5285383239,0,0,0,46301.8560466707,841677.993234305,1687084.17777529,1245311.0420736,1154687.83478076,1919099.39805736,3630878.88575661,2542848.20105023,2378186.42082573,1859119.73307001,2246587.24986524,3089464.28826312,2404400.36489478,1059109.32282015,1527680.10405303,3592488.55310757,102.877209529398,70.736444019297,103.870707099024,67.5814990774879,108.094521732146,330.307109058875,194.02957779337,177.980177331457,112.167160416261,246.992259432151,188.205851306329,169.316254450666,151.042023423354,179.008151142681
"64",1.88908452127654,0.549074193122939,0.0916063611086057,0.0271345626083163,4422.30938326727,0,0,0,46366.9978213313,842893.951778069,1705980.76312704,1258782.22371292,1167096.45402569,1938940.68103399,3668298.76057552,2575359.42782804,2428682.782187,1898328.56061764,2292598.53955255,3147630.09364113,2447698.06909292,1073792.35003447,1549083.14639768,4291741.4796636,100.073977182739,68.8604363696277,100.985595649727,65.8222944738753,105.13517818676,321.933473568757,207.835567470213,192.962167860072,113.400143606445,271.614557538958,198.83096034313,177.921683527315,156.065539363558,198.273592167211
"65",1.93632793129728,0.554106536263307,0.100873366236932,0.0303857556665929,4420.38971232656,0,0,0,46186.2498001508,839632.529018246,1687170.76333058,1243078.89999634,1151090.45214126,1911110.08931262,3599626.27749849,2535660.00376722,2408811.53140086,1882198.45572199,2271854.95992994,3114556.56267738,2415923.96019319,1056978.88827124,1514067.78857477,3748981.63592477,90.9403515389951,63.1125213694546,91.1967528337239,60.6734939795198,95.3940503204596,299.091514773657,192.120345934937,177.110031281919,108.498187477574,247.241043015183,185.3022625036,166.341710317299,147.379953914952,179.728403162246
"66",1.63921623930071,0.605099015213044,0.104668214876013,0.0351731629029561,4420.12730086463,0,0,0,49459.1870473682,898987.093111128,1886160.64101085,1400650.03251133,1313924.61297,2212787.06630297,4264378.20673168,3054315.50264201,2930695.93198894,2296958.60368604,2780630.35774225,3823795.07934438,2984878.28061417,1307811.89993676,1868233.15925836,3914596.75231572,104.590392016225,72.829660185825,104.625291094183,70.1708119904709,109.646421169757,346.957540046154,212.659217060715,194.257575973983,125.298606293526,268.240431602158,207.244571634644,186.77775619059,167.547478751317,193.91069138217
"67",1.55828546192302,0.636230960590045,0.097313324185481,0.0293853623294524,4420.74424133469,0,0,0,50998.8595087181,926935.593907773,2013286.32350361,1500598.49488224,1415321.52625361,2394423.30875176,4667404.74195822,3358599.77338042,3234201.72379563,2537380.58865183,3073488.79255183,4226608.355041,3307843.57323577,1445563.88049363,2070285.05621209,4995328.38807437,116.009773022102,80.2516630194196,116.612815630889,76.9850114071264,121.761447064678,378.386365152699,242.487163192919,224.011784674812,135.573863872208,313.487742365584,233.320589759399,209.252272763038,184.856737622217,228.170440114338
"68",1.69067101486078,0.555913753585135,0.104302397723277,0.0384085863705968,4421.78830452107,0,0,0,47884.1659866937,870346.780300557,1757749.21366534,1301735.23705983,1214671.2885951,2035442.82687338,3884073.58272134,2752362.41913467,2607962.41221093,2042039.21344821,2471816.1789879,3405879.05814952,2658889.99608009,1173203.77505862,1687135.90474069,3400647.67876019,101.663322257311,70.7687920169491,101.721381985845,68.1707742717147,106.583995972892,336.971586329328,198.782791466405,180.593531298143,119.999973636257,247.732119043281,194.901067251382,176.057823352129,159.055220004276,178.474052821598
"69",1.92669850243661,0.582855574813982,0.0941242634058377,0.0259227664516616,4422.37855104,0,0,0,46821.9388057162,851200.515211606,1761300.74907934,1299766.06148114,1206728.0399442,2006831.67239167,3805382.50077476,2689607.74637323,2561432.24489703,2002338.0140044,2416593.51218931,3308576.90247087,2566751.57429385,1117712.02089757,1598051.44907851,4472240.2814481,96.1619164297603,66.3256832871352,96.8705014925049,63.5004882489818,100.982665543846,311.262589131868,208.451787584425,194.088205984875,112.123791747454,274.104057487604,198.759385303146,177.626666741127,155.160490753493,200.421495053274
"72",1.7278121098635,0.656535799637896,0.0942938365516592,0.0315115477658695,4421.32151665174,0,0,0,49858.252826748,906350.883777812,1994784.63412023,1481532.28474285,1391004.19464123,2339430.18360371,4529934.08035492,3257605.08028241,3128163.28292578,2451268.61402509,2963126.13898483,4055270.03413813,3152562.76534942,1365001.86024305,1924477.20923162,4241232.79140201,107.088119947678,73.8735016477713,107.864754769327,70.7343107831457,112.453445526486,346.771662031928,211.748924948093,194.760122683788,120.878483896512,271.148451478295,204.765250523209,183.997209802262,163.536100021005,196.837885476398
"74",1.55480722328314,0.669806421736698,0.100362481644843,0.0363358411330715,4421.96499229784,0,0,0,51870.8693284174,942824.496238271,2092722.68093657,1560861.091058,1475356.32698787,2501115.97936246,4891385.40940682,3546149.2717749,3422375.7536319,2685914.77904482,3252516.82437911,4462630.14890926,3481814.12800318,1513106.97666324,2133267.66068863,4111992.98954878,113.674785575174,78.8540767180555,114.033769718066,75.7836579349279,119.251670965704,373.422207074301,221.145952586049,201.601700540379,131.487473589424,277.704021530667,216.00245874941,194.837848852997,175.241977378451,200.499450875617
"75",1.66120523441858,0.644439371153026,0.102528826945329,0.0387342008011605,4422.44830776421,0,0,0,50181.3381175699,912172.006035055,1973994.47357479,1466903.7826732,1378804.62473157,2324747.56445016,4499905.95393893,3243235.48200724,3114836.8867537,2441808.79707514,2954196.58026673,4050152.01024345,3151020.49540425,1370197.92697571,1928753.89786073,3571150.55102722,104.756558691181,72.8081917397062,104.937663259632,70.0628923681664,109.85781445635,345.837663219401,201.620058013805,183.075828245188,121.990344506059,250.978136337416,197.796729723826,178.712323749676,161.560894105615,180.752906151044
"76",1.7389452193495,0.591752694677588,0.0992546124442773,0.0276568551886844,4420.17084858862,0,0,0,48317.9155437925,878304.619379589,1829392.09715575,1355263.36319892,1266082.10292969,2121519.39502338,4063887.5846308,2892176.09197088,2771396.64801121,2169979.7365118,2624172.40986217,3604938.69183327,2811478.93014232,1230494.25717772,1768897.79262751,4662665.70498452,102.464065163469,71.0064940271162,102.863200610044,68.1963744123421,107.510180574838,335.731034244163,223.687996482392,207.432211204303,122.771404959308,291.577819220781,214.292480314958,191.86063521022,168.581482861918,212.698420073448
"77",1.7440164844734,0.604921518564127,0.0983415915397488,0.0344944012005223,4418.66072613462,0,0,0,48571.142324637,882922.390822945,1858982.31758524,1377661.23324216,1288035.86560108,2159415.44534736,4143959.20293458,2955305.73015636,2816392.31713772,2205431.24790479,2666644.48081029,3658869.70808796,2846851.51735393,1242747.75034001,1767268.26336631,3751924.56551037,102.859127226094,71.221276972817,103.322651728499,68.3649618579882,107.940693331351,336.306846257429,201.556943774112,184.339810487085,118.105579839726,254.916946120957,196.157857192985,176.694315966387,158.247685726653,184.417567185976
"78",1.84524279617314,0.517822894394254,0.0996460681765059,0.0312866086113188,4422.3907733208,0,0,0,45984.8595906105,835900.018830955,1640321.33381257,1209439.12592211,1119838.94227303,1860473.86299406,3502942.33437252,2452790.9906534,2310788.34369391,1806136.53142557,2182996.77537372,3005851.58286565,2342508.5564556,1035282.08226951,1502440.97817373,3757995.25199448,96.2843417378751,66.7476039891335,96.6342696755726,64.1211074307014,101.019723544484,315.770116211402,198.919584535564,183.042291124702,113.315455799163,254.970168722757,192.260928728812,172.727213659862,153.424881139855,185.143472171532
"81",1.64204383977142,0.636837452555203,0.0892557920149056,0.0295666661801963,4420.6717347375,0,0,0,50182.2368730978,912166.694198061,1995610.54573427,1485210.36517389,1397015.17201155,2353963.11672198,4577853.45059122,3278763.96309798,3125723.85488135,2450551.44008482,2965469.41303107,4070562.86998963,3176897.56076792,1384128.43100195,1973313.8434977,4713365.10245323,117.391967872875,80.5953746303851,118.654707463099,76.9226861530558,123.378228669371,375.433718332827,229.453970791476,211.889805596445,128.525184503141,296.389698662563,220.877710852764,198.126858997855,175.123052164688,215.676361505263
"83",1.65761854542452,0.605321526606197,0.103992658837157,0.0280096791636778,4421.07111980269,0,0,0,49300.7992446704,896123.877137355,1880701.35234849,1396029.65849603,1308792.56096019,2202448.8550075,4240782.11787083,3035739.10164922,2931805.13036893,2297485.96728533,2780601.38947,3823294.35682201,2987677.06879361,1308229.33254292,1881363.18221301,4858996.15113815,103.913053950065,72.3152091340402,103.993325752842,69.6479251429674,108.947944221493,344.189224872511,233.22647020101,216.105701981477,128.506772582563,303.488867374416,223.635361230558,200.297055675183,176.194348289551,221.284409054289
"85",1.86438206486195,0.605342971109225,0.0997830479030308,0.0337777067385601,4421.34790090889,0,0,0,47690.6982799554,866980.722280243,1816181.86205162,1342237.93665849,1250199.08499539,2087240.2032149,3976761.31248367,2831718.74023117,2704222.13642482,2115572.51759006,2554648.19109373,3496465.80744405,2710529.02831455,1178210.53683008,1666525.41408709,3585340.04022978,95.2004339858845,66.0043527052204,95.5377387179859,63.412309330851,99.8802978954519,312.314670956363,190.268833270048,174.244222524209,110.826540109224,241.334527997064,184.899663935359,166.459633270559,148.821394519855,174.73227289158
"87",1.5859558183391,0.636814884020996,0.0921476577426674,0.031241963405329,4420.55597929281,0,0,0,50728.6074741339,922050.707113559,2013955.23605603,1500701.26376223,1414313.12517901,2389120.74796675,4657567.34401926,3343266.5403267,3193213.33624599,2504639.63713956,3032867.92165542,4167772.85531109,3257298.66175834,1421940.75395696,2029199.25907576,4618548.70473031,118.678997264284,81.70437802636,119.715440793868,78.1265316339174,124.669774996695,382.295591936175,231.591363889345,213.125369475916,131.871528483074,296.906065175885,223.816273216766,201.068658130298,178.57720717671,215.606324273703
"89",1.94488099225966,0.572494818546829,0.0987692794733475,0.0263722589021819,4422.75665655353,0,0,0,46503.2115836899,845407.886537544,1725856.58996407,1272298.91136853,1179559.00737282,1959870.89595257,3702016.76409773,2614886.56131102,2496736.88005569,1951231.60625936,2354626.46914188,3224412.73756825,2500770.3874913,1090264.05355528,1560568.83568242,4334872.04282465,91.943454430138,63.6878267420561,92.3314371743203,61.1494568735378,96.4790455962599,300.918411712475,204.735942666864,190.423673264369,110.721102591926,268.595415067319,195.460662882496,174.764326510748,152.900151823971,196.272197214426
"90",1.64356254725431,0.632439359525339,0.101652655263479,0.0292467982006994,4420.22069975639,0,0,0,50064.3366616674,910020.245407229,1955054.23332798,1453130.63205584,1365657.74443738,2302538.524324,4456261.00495492,3204533.77632259,3099217.27532106,2429632.56936161,2940224.96343617,4036917.86337534,3151319.73689376,1373957.80891545,1961461.95372329,4751049.78046132,106.541957059836,73.9914827816282,106.787518132149,71.1648664909952,111.745773200407,351.030168941675,230.418339930243,212.925641828895,128.642397270919,298.077135830564,221.632635237067,198.7438180536,175.500320067116,216.992007410766
"91",1.84133641241644,0.564358281340306,0.106432990613949,0.0276951074726593,4422.17727977107,0,0,0,46988.6252799935,854180.230367265,1724255.11743112,1272700.27626625,1182463.99427442,1971594.49677476,3732362.4245086,2643848.8501032,2538324.63774237,1985175.27041123,2398479.95509224,3293202.10336156,2562849.54586158,1123099.58009819,1617029.32266208,4343855.9232313,91.9980609372636,64.1595558085894,91.9239830087761,61.8797726684335,96.418696811195,306.383036330686,211.107613906853,195.749107568404,115.916018784125,275.127698587111,202.26074888653,181.095430635508,159.142208259525,200.688337518708
"92",1.63323175744388,0.608602547817654,0.0959481805125589,0.0309623466564335,4420.08879556656,0,0,0,49596.2551408888,901477.356850355,1915378.90363988,1423797.09181477,1336725.79097802,2250892.83502581,4353452.45073993,3110484.69043864,2969929.03057013,2327918.98977535,2818165.70733208,3875731.16536508,3028507.46028209,1326444.83675378,1902277.66334489,4468747.88836738,111.842968319012,77.2721611073636,112.527746475773,74.0646677523858,117.414368674146,363.613356701857,225.812767840034,207.924732891184,128.239910381183,289.854107582604,218.091799166313,195.877615420473,173.832000585012,210.556665071179
"98",1.93170250670915,0.565267445794685,0.099504827642292,0.0379766329454541,4420.28730749244,0,0,0,46437.6126055972,844206.352498352,1713342.32095987,1263042.41024552,1170753.78495736,1945281.90645955,3672381.59304159,2591560.80283009,2445982.74224,1911585.21714041,2307326.08652741,3160428.0606102,2446587.13100974,1068277.95544565,1514439.50744642,3024215.91795282,92.0701007502781,63.8180137541804,92.413378964134,61.3015997882982,96.6004264898994,301.850176762454,174.780637319535,158.898598555246,105.18750712323,218.156882664396,171.235198852217,154.634857095208,139.576036206051,157.236559629662
"99",1.85665493159919,0.594043826248713,0.0998617389412019,0.039214275245012,4421.14484022935,0,0,0,47508.2234629865,863653.266263081,1794256.49279874,1325802.15382246,1234174.14320666,2059630.67626184,3919687.81234045,2785503.65781718,2640565.38603505,2065614.10452529,2494781.47856917,3416581.25369286,2647184.22736663,1153144.83279505,1627025.93824421,3086899.83322866,95.5416862158656,66.2456460458033,95.8751964008897,63.6471264688977,100.237052023897,313.491395817793,179.505765562258,162.871903378385,108.969960943392,223.074239004864,176.249330234553,159.294189695276,144.145660687322,160.57922849639
"104",1.93200609844543,0.567374575054064,0.0981498358567154,0.030225206659444,4420.25356660741,0,0,0,46478.1074865709,844943.784349562,1720059.91865143,1268199.93054151,1175757.42761784,1953654.58589486,3690730.2769207,2604331.94706413,2473513.19885056,1933150.34957131,2333247.83373655,3196481.53407899,2478495.78639341,1081955.74614226,1545327.98335005,3800014.59104758,92.9835100446126,64.3720107540893,93.4144995901555,61.7831998336005,97.5802353243814,303.880808497613,193.023055018129,178.001369682515,108.835762524626,248.582614385465,186.102331201106,167.035447362632,147.926366046433,180.739496666534
"110",1.54406690565463,0.646931859778605,0.101433457613981,0.0357453360624484,4420.93159227059,0,0,0,51417.2231099768,934539.694342476,2037337.06502209,1518973.96221746,1434173.56281162,2429795.80800658,4740348.02305441,3424311.85339253,3297753.58359315,2587796.54879887,3134792.63235452,4308184.28933404,3366341.29527258,1469118.70213751,2085435.39678347,4166104.16711686,113.585138554885,78.8674377257737,113.863349608537,75.8447256477197,119.13714186492,374.048050600747,224.223258342529,204.615324625415,132.710801840763,282.20162730868,218.759607955727,197.23978004532,177.166211329521,203.876053417516
"114",1.71300146491064,0.601855144873713,0.0945373584310554,0.0299763793568344,4419.35619736747,0,0,0,48751.7534369486,886182.213169151,1871397.91812758,1388211.94332162,1299147.10549621,2179653.10817239,4193657.27602532,2986468.74110142,2845598.26713321,2228803.99340747,2695872.2400397,3702817.56677887,2887387.7094284,1262568.69883763,1808323.97234571,4387632.99043799,107.807947986266,74.3869576974673,108.571807163128,71.23679067001,113.204758528843,349.308371390678,218.538751842556,201.635914604108,122.918343590465,281.760646418178,210.578382771384,188.960573210996,167.222541302513,204.925919303681
"115",1.59932018166846,0.631599774691046,0.0922303691000062,0.0390768709562286,4421.53089286896,0,0,0,50468.4960641054,917328.651061689,1994525.65606397,1485452.99060075,1398752.20623368,2360901.20041723,4595482.8297357,3294822.62247091,3118347.00200096,2445499.6580055,2961056.25430296,4067939.32811095,3172662.08923345,1385568.00257861,1961968.14273302,3655453.85559034,117.608656392592,80.9738393240761,118.629002078584,77.4320586731711,123.543686650715,378.924933358552,208.68176217223,189.385228908503,126.562293619927,259.456049376299,204.84720833256,185.124335858148,167.473363887329,186.794232671132
"116",1.96342243442341,0.56279962698456,0.0977138849478039,0.0404309708980405,4421.3177049543,0,0,0,46201.4871518035,839924.782669571,1703273.11508979,1254933.32122924,1162065.6164061,1928294.37989847,3634786.27609973,2560816.14927797,2405593.31646065,1879494.53420963,2267876.69000767,3104492.46458929,2399821.57555664,1047081.96104587,1479261.8629131,2792451.13698622,91.7948388321133,63.5238438036406,92.2472269742376,60.9529882952442,96.3396489667493,299.688421553626,167.701601522397,151.876333573272,102.634564691454,207.537787380655,164.99973477497,149.24268764575,135.37107715706,149.216329664951
"119",1.96903917428416,0.542043816386566,0.104130082139604,0.0422684917746021,4422.29446571552,0,0,0,45760.0195514352,831890.680614104,1649558.23199204,1213871.01519514,1121899.59867061,1859560.16538902,3487006.66659188,2451752.51831445,2306457.30595202,1801462.44762794,2173878.38390593,2978936.12468622,2303615.13909936,1008532.98430178,1429344.16949909,2638987.27700386,87.3950262915738,60.8273103409663,87.4547255110115,58.5884135439779,91.6275817576401,289.566207286221,164.368955931897,148.454808377478,101.769253792354,202.18706506698,162.20219834953,146.875849761838,133.676943279994,145.115002719972
"121",1.85755692714952,0.545002350686072,0.105205918514979,0.0341287887258314,4419.836954766,0,0,0,46478.1174031522,844894.821351363,1682470.5648428,1240806.88781863,1150652.60102538,1914902.71486155,3612776.59391879,2547525.01360914,2419001.33442953,1891149.01376429,2284866.51686826,3139130.06716644,2440393.54489578,1072434.12793648,1540018.15309364,3465792.85761713,91.9569852891106,64.0626601248511,91.9556549723134,61.7429842051989,96.3941526344761,305.414812461875,190.110963178695,173.987235289935,111.061844858958,240.792496586838,184.880413264077,166.488447095139,148.975493288424,174.270697142587
"123",1.87375057331397,0.552629424128936,0.0960544501056186,0.0292260691731139,4420.09200960131,0,0,0,46535.1341531537,845945.173827988,1709533.77457503,1261516.31284414,1170311.65266499,1946346.29011239,3682638.34061152,2591917.05622847,2452519.25011027,1917283.22915225,2315838.59506655,3179623.7090299,2472287.18075218,1084421.23784141,1560823.20362173,4024404.21150209,97.4070415170254,67.305000247901,97.9963990921483,64.5154657598886,102.257533435158,316.761055848072,202.179371166935,186.838806672647,112.852401982924,261.571502274386,194.460479738858,174.374383695841,153.97131565828,190.421916082375
